z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
,,61,MKT,1370265,10205,173,,betsy,pravata,549-59-7385,1987-12-12,659 S RIVER AVE,AURORA,ILLINOIS,60506,US,betsy@pravata.com,(630) 801-2462
,,29,CRM,1390832,10061,92,,jake,schettler,,1983-05-09,10400 EATON PL #-401,FAIRFAX,VIRGINIA,22030,US,jake@schettler.com,(703) 591-4492
,,221,MKT,1379537,10218,191,,david,camell,539-13-2039,1989-07-01,4 E 8TH ST #-200,WILMINGTON,DELAWARE,19801,US,dave@caress.com,(302) 655-4884
,,163,CRM,1370624,10130,48,,dan,lamoureux,757-26-6745,1978-12-09,810 W BRIDGE AVE,STREATOR,ILLINOIS,61364,US,daniel@lamoureux.com,(815) 672-0290
,,81,MKT,1420684,10255,242,,delmar,quimby,633-22-6397,1981-08-03,212 W GIBSON DR,GREENVILLE,MICHIGAN,48838,US,delmar@quimby.com,754-6715
,,33,CRM,1388210,10155,88,,abe,corbett,505-79-3923,1986-10-06,12 S 12TH ST,PHILADELPHIA,PENNSYLVANIA,19107,US,abraham@corbett.com,(215) 627-9067
,,26,CRM,1376827,10140,64,,reginald,kososky,680-76-1657,1969-01-11,600 S INDIAN HILL AVE,CLAREMONT,CALIFORNIA,91711,US,reggie@kososky.com,(909) 625-9884
,,169,CRM,1373060,10136,57,,hallie,lolli,249-96-8516,1976-12-20,320 NEW BRIDGE AVE,JACKSONVILLE,NORTH CAROLINA,28540,US,hallie@lolli.com,(910) 455-8087
,,206,MKT,1364655,10200,166,,jeri,willer,168-69-8233,1985-07-19,1660 S ALBION ST,DENVER,COLORADO,,US,jeri@willer.com,(303) 753-2153
,,184,CRM,1391914,10160,96,,thanh,spark,771-74-9982,1991-05-15,1800 IDS CTR,MINNEAPOLIS,MINNESOTA,55402,US,thanh@spark.com,(612) 339-5614
,,229,MKT,1392031,10233,212,,t,polacek,797-17-3481,1989-08-05,1100 ALAKEA ST #-12,HONOLULU,HAWAII,96813,US,terri@polacek.com,(808) 237-6644
0.999999999996107,0.999999999996107,151,MKT,1379404,10096,186,,emily,michaels,743-71-5476,1983-05-09,108 W RANDOLPH AVE,ENID,OKLAHOMA,73701,US,michaels@gouker.com,(580) 233-9834
,,241,MKT,1410024,10251,236,,homer,southwood,100-74-1322,1995-06-01,1430 N MEACHAM RD,SCHAUMBURG,ILLINOIS,60173,US,homer@southwood.com,884-7511
,,19,CRM,1366369,10123,39,,lisa,hilgeman,443-76-2679,1977-08-11,600 GRANT ST #-42,PITTSBURGH,PENNSYLVANIA,,US,elisa@hilgeman.com,(412) 566-1804
,,166,CRM,1372234,10133,54,,russ,schettler,657-18-4621,1981-07-22,689 W MAIN AVE,FREEHOLD,NEW JERSEY,07728,US,russell@schettler.com,(732) 409-1741
,,216,MKT,1375653,10213,182,,lino,maggert,839-80-7032,1978-11-30,6 BEACON AVE,BOSTON,MASSACHUSETTS,02108,US,lino@maggert.com,(617) 227-6545
,,161,CRM,1368164,10128,44,,lu,geuder,575-61-4270,1984-07-03,429 THEMIS AVE,CAPE GIRARDEAU,MISSOURI,63701,US,luella@geuder.com,(573) 334-9416
0.0,0.9945034038653625,2,CRM,1123060,10009,9,,mary-ann,markes,,1899-12-31,1200 SUMMER ST #-103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,183,CRM,1391721,10159,94,,alex,anadio,646-53-7605,1992-02-25,1651 W BASELINE RD,TEMPE,ARIZONA,85283,US,alexander@anadio.com,(480) 491-3109
,,210,MKT,1367501,10204,171,,shanna,seyfarth,938-22-1997,1970-08-01,631 GROVE AVE,JERSEY CITY,NEW JERSEY,07310,US,shanna@seyfarth.com,(201) 659-6516
0.9999999675533029,0.9999999675533029,222,MKT,1393927,10236,215,,fred,tarka,202-13-7890,1973-02-17,BOX #-34506,HOUSTON,TEXAS,77234,US,willie@tarka.com,(713) 731-5570
0.4988273390237138,0.4988273390237138,30,CRM,1385955,10152,83,,cal,taulman,736-12-9335,1984-03-31,PETROLEUM,WICHITA,KANSAS,67202,US,caleb@taulman.com,(316) 625-8492
,,224,MKT,1388393,10228,207,,jose,gumm,607-53-1122,1978-12-04,198 S 2ND AVE,PIGGOTT,ARKANSAS,72454,US,jose@gmx.com,(870) 598-1132
,,165,CRM,1372230,10132,52,,jame,okimoto,184-89-1643,1983-10-23,210 S CARANCAHUA AVE,CORPUS CHRISTI,TEXAS,78401,US,jame@okimoto.com,(361) 889-6534
,,208,MKT,1366323,10202,168,,ed,markes,110-25-9931,1970-06-11,2444 MADISON RD,CINCINNATI,OHIO,,US,elisa@markes.com,(513) 871-6770
0.7703033784283287,1.0,0,MKT,1364608,10020,11,,rey,amason,283-51-4212,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,,US,rey@amason.com,(419) 738-9241
,,156,CRM,1361292,10121,35,,virgie,geuder,853-20-5140,1980-09-05,1922 S LAREDO ST,SAN ANTONIO,TEXAS,76207,US,virgie@geuder.com,(210) 224-1698
,,73,MKT,1398218,10241,221,,mohammed,mikell,992-10-6879,1985-08-05,BOX #-1092,CRESCENT CITY,CALIFORNIA,95531,US,mohammed@mikell.com,(707) 464-9425
,,230,MKT,1392625,10234,213,,viv,jackowiak,187-99-5325,1899-12-31,1320 HODGES ST,RALEIGH,NORTH CAROLINA,27604,US,vivian@jackowiak.com,(919) 832-9928
0.999999999996107,0.999999999996107,151,MKT,1399642,10097,186,,emily,michaels,743-71-5476,1983-05-09,108 W RANDOLPH AVE,ENID,OKLAHOMA,73701,US,michaels@gouker.com,(580) 233-9834
,,223,MKT,1387710,10227,206,,sandra,lessin,446-39-1741,1985-01-30,401 B ST,SAN DIEGO,CALIFORNIA,92101,US,alexandria@lessin.com,(619) 687-1471
,,117,CRM,1385755,10052,70,,emily,svec,621-78-4238,1991-09-04,2222 W GRANDVIEW BLVD,ERIE,PENNSYLVANIA,16506,US,emilie@svec.com,(814) 833-6073
0.0,1.0,6,MKT,1321830,10025,12,,jass,ellerbusch,585-96-9870,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
,,25,CRM,1376534,10139,63,,cortez,derer,951-85-1389,1976-12-21,1415 N 32ND AVE,FORT SMITH,ARKANSAS,72904,US,cortez@derer.com,(479) 785-7023
0.0,0.999999999996107,0,CRM,1326294,10016,11,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,(419) 738-9241
,,67,MKT,1382655,10223,199,,latonya,odegard,657-70-5429,1991-03-09,4499 RUFFIN RD,SAN DIEGO,CALIFORNIA,92123,US,latonya@odegard.com,(858) 277-6570
