z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
0.0,0.9999999989788209,149,CRM,1410141,10435,1046,,britt,rave,430-89-8443,1979-02-05,2501 WAYZATA BLVD,MINNEAPOLIS,MINNESOTA,55405,US,britt@rave.com,377-6491
,,225,MKT,1437801,10530,1250,,frederic,cecchetelli,33,1985-06-24,92097 MONTEREY CIRCLE,MARACAY,,,VE,fcecchetelli16@quantcast.com,
0.0,0.9999929153626034,7,MKT,1396700,10492,1213,,ross,glueckert,951-60-7115,1984-03-31,1106 E 3RD ST,DAYTON,OHIO,45402,US,ross@glueckert.com,(937) 228-3007
0.0,0.999999993537282,4,MKT,1442996,10541,1262,,cirilo,glassford,97,1953-12-22,82546 SULLIVAN RD,DAOQIAO,,,CN,cglassfordw@com.com,
0.0,0.9999999999973579,16,CRM,1356506,10373,1127,,katharine,sankar,100-33-2917,1977-02-09,5122 LEWIS AVE,TOLEDO,OHIO,43812,US,katharine@sankar.com,(419) 476-7118
0.0,0.999999999996107,7,MKT,1439612,10534,1255,,rooney,buckbee,7,1965-08-11,7331 EAGLE CREST RD,QUWA,,,CN,rbuckbee2@macromedia.com,
,,222,MKT,1436177,10527,1247,,phoebe,luella,97,1944-09-25,68287 ESKER CENTER,CABA,,2502,PH,lphoebe13@vkontakte.ru,
0.0,0.999999999996107,4,MKT,1438732,10298,1025,,callie,aldaba,212-33-8685,1972-04-03,2151 RIVER PLAZA DR STE 105,SACRAMENTO,CALIFORNIA,95833,US,callie@aldaba.com,(916) 567-4449
0.0,0.9999999999008412,8,CRM,1445926,10555,1175,,alaine,emes,78,1959-12-12,13 KENNEDY ST,LAS TEJERíAS,,,VE,aemesk@godaddy.com,
,,172,MKT,1375653,10467,1088,,lino,maggert,839-80-7032,1978-11-30,6 BEACON AVE,BOSTON,MASSACHUSETTS,02108,US,lino@maggert.com,(617) 227-6545
0.0,0.9999999950742222,8,CRM,1391721,10415,1148,,alex,anadio,646-53-7605,1992-02-25,1651 W BASELINE RD,TEMPE,ARIZONA,85283,US,alexander@anadio.com,(480) 491-3109
0.0,0.9999999904277588,38,CRM,1445920,10552,1058,,sherill,jozefowicz,43,1959-02-11,96 UNION PASS,HENGLIN,,,CN,sjozefowicze@macromedia.com,
0.0,0.9526431363482365,11,MKT,1406654,10354,1125,,dana,missel,104-80-6362,1987-02-10,2445 M ST NW,WASHINGTON,DC,20037,US,dana@missel.com,663-4512
0.999999999996107,0.999999999996107,71,MKT,1357114,10308,1031,,latonia,williams,731-32-6965,1986-07-18,7600 OLDE EIGHT RD,HUDSON,OHIO,44236,US,latonia.williams@yahoo.com,(330) 656-1030
0.0,0.999999999996107,11,CRM,1371322,10285,1009,,deshawn,peters,217-80-1993,1982-09-18,125 NE 1ST AVE,OCALA,FLORIDA,34470,US,d@pedrogo.com,(217) 243-7667
0.0,0.9999999269608157,8,CRM,1353672,10277,996,,angelica,miller,992-13-6271,1986-11-23,1427 NW DAVIS ST,PORTLAND,OREGON,67206,US,angelica@aldaba.com,(503) 228-3027
,,209,CRM,1435768,10507,1101,,lin,titterrell,2,1938-12-28,772 FALLVIEW AVE,CORINTO,,39200-000,BR,ltitterrell15@japan.com,
,,153,CRM,1422294,10439,1152,,buford,cacace,929-59-1885,1973-04-27,1030 US HIGHWAY 46,CLIFTON,NEW JERSEY,07013,US,buford@cacace.com,773-8628
,,84,MKT,1399171,10351,1221,,francesco,roecker,447-97-5557,1986-02-17,334 US HIGHWAY 46,WAYNE,NEW JERSEY,07470,US,francesco@roecker.com,(973) 890-9344
0.0,0.9999999995418793,4,MKT,1393026,10489,1209,,cari,isaacson,208-61-1729,1976-09-03,820 LESTER AVE,SAINT JOSEPH,MICHIGAN,49085,US,cari@isaacson.com,(269) 983-2318
0.999999999996107,0.999999999996107,81,CRM,1987232,10328,1112,,anthony,roberts,771-88-9632,1952-09-07,1555 S GREENWOOD AVE,MONTEBELLO,CALIFORNIA,90640,US,anthonyroberts@gmail.com,(323) 887-4889
0.0,0.999999992145569,8,CRM,1441590,10519,1165,,austen,hambelton,42,1985-12-18,921 DORTON RD,WATANGAN,,,ID,ahambeltono@list-manage.com,
0.0,1.0,7,MKT,1364608,10258,984,,rey,amason,283-51-4212,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,,US,rey@amason.com,(419) 738-9241
,,186,MKT,1387710,10481,1118,,sandra,lessin,446-39-1741,1985-01-30,401 B ST,SAN DIEGO,CALIFORNIA,92101,US,alexandria@lessin.com,(619) 687-1471
0.0,0.999999999996107,7,CRM,1326294,10258,984,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,(419) 738-9241
,,132,CRM,1386206,10409,1024,,kelley,taulman,281-25-8641,1976-09-06,1111 SUPERIOR AVE E,CLEVELAND,OHIO,44114,US,kelley@taulman.com,(216) 771-0715
,,46,MKT,1354026,10454,1067,,willy,okimoto,973-55-7636,1990-05-18,17 HANOVER RD,FLORHAM PARK,NEW JERSEY,07632,US,willy@okimoto.com,(973) 822-8978
0.0,0.9999990827002682,3,CRM,1443164,10522,1169,,felice,pring,37,1952-06-13,3436 CROWNHARDT DR,H√† ƒê√¥NG,,,VN,fpring5@amazonaws.com,
0.0,0.9999999999008412,8,CRM,1419718,10320,1004,,antonia,mattos,,1973-07-01,3109 MAIN AVE #210,MELBOURNE,FLORIDA,32901,US,toni@mattos.com,(321) 727-6512
,,83,MKT,1398789,10350,1219,,leopoldo,michna,113-79-2637,1986-10-06,166 BOULDER DR,FITCHBURG,MASSACHUSETTS,01420,US,leopoldo@michna.com,(978) 343-6343
,,150,CRM,1412102,10436,1047,,robbin,durham,624-94-9318,1990-12-27,105 W SUPERIOR ST,DULUTH,MINNESOTA,55802,US,robbin@durham.com,720-7716
,,188,MKT,1388559,10483,1120,,lana,ramming,157-96-8404,1986-02-17,2930 CAROL RD,YORK,PENNSYLVANIA,17402,US,lana@ramming.com,(717) 840-9610
,,136,CRM,1391074,10414,1147,,claude,averhart,511-99-9733,1969-02-15,49 S CARROLL ST,FREDERICK,MARYLAND,21701,US,claude@averhart.com,(301) 698-3706
0.9999995386702992,0.9999995386702992,13,CRM,1437687,10512,1106,,lydie,haime,73,1963-01-10,5 NORTHPORT RD,ABAET√©,,35620-000,BR,lhaime1@dmoz.org,
1.0,1.0,63,MKT,1376987,10275,995,,vernice,southwood,948-20-5524,1987-10-22,8 COMMERCIAL AVE,MEDFORD,NEW YORK,11763,US,vernice@southwood.com,(631) 698-8293
0.0,0.9997216213816004,38,MKT,1437835,10531,1251,,salvatore,benkhe,26,1988-05-03,83 SUNDOWN ST,S√£O JULI√£O DO TOJAL,LISBOA,2660-363,PT,sbenkhe9@google.co.uk,
0.9875576470599896,0.9999999821728208,82,MKT,1445947,10591,1288,,eddie,corwood,20,1942-05-25,7 EASTLAWN ST,PEDRO VICENTE MALDONADO,,,EC,ecorwood15@gnu.org,
,,14,CRM,1381797,10403,969,,pearlie,ellerbusch,488-52-2502,1991-05-15,2108 MENAUL BLVD NE,ALBUQUERQUE,NEW MEXICO,87107,US,pearlie@ellerbusch.com,(505) 889-8955
0.0,0.9999999999918039,7,CRM,1336294,10258,984,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,ray@amason.com,(419) 738-9241
,,100,CRM,1352415,10367,993,,tuan,corbett,920-47-5281,1992-11-09,16 MAPLE ST,MECHANIC FALLS,MAINE,04258,US,tuan@corbett.com,(207) 345-7845
,,176,MKT,1378817,10471,1092,,patty,mitchen,326-87-8407,1980-04-19,220 PARK AVE S,SAINT CLOUD,MINNESOTA,56301,US,martha@mitchen.com,(320) 251-3787
0.0,0.9953930641657435,193,MKT,1441230,10537,1258,,virgie,pittwood,39,1981-06-08,1439 LIGHTHOUSE BAY POINT,VESTMANNAEYJAR,,902,IS,vpittwood3@hud.gov,
0.0,1.0,60,CRM,1483060,10253,982,,mary-ann,markes,218-33-0348,1993-11-18,1200 SUMMER ST #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
0.0,0.9999999970033242,3,MKT,1375815,10468,1089,,florencio,michna,640-72-2852,1990-05-17,201 S MAIN AVE,SALT LAKE CITY,UTAH,84111,US,florencio@michna.com,(801) 536-1091
0.0,0.9875576470599896,82,CRM,1445941,10561,1181,,emily,geraldo,20,1956-07-30,81 TALMADGE RD,MALALAG,,,PH,egeraldoz@nasa.gov,
,,196,MKT,1394793,10491,1211,,isiah,durham,258-69-4409,1991-09-04,7427 ARLINGTON RD,BETHESDA,MARYLAND,20814,US,isiah@durham.com,(301) 986-1395
0.0,0.9883848356697768,149,MKT,1424076,10499,1237,,burl,maggert,374-22-4029,1993-02-09,129 LOCKWOOD ST,NEWARK,NEW JERSEY,07105,US,burl@maggert.com,589-0421
0.999999999996107,0.999999999996107,57,CRM,1433728,10327,1083,,saul,rave,649-29-3863,1986-04-09,1500 N 13TH ST,READING,PENNSYLVANIA,19604,US,saul@rave.com,(484) 375-7261
0.0,0.999998926961921,29,CRM,1381799,10294,1081,,julianna,quimby,281-83-5025,1989-08-05,615 FRANKLIN TPKE,RIDGEWOOD,NEW JERSEY,07450,US,juliana@quimby.com,(201) 444-6741
0.9438251090065,0.9991256460528175,60,CRM,1313060,10253,982,,mary-ann,markes,,1993-11-18,1200 SUMMER ST APT #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,321,CRM,1385755,10291,1080,,emily,svec,621-78-4238,1991-09-04,2222 W GRANDVIEW BLVD,ERIE,PENNSYLVANIA,16506,US,emilie@svec.com,(814) 833-6073
,,323,MKT,1363938,10302,1082,,jake,schettler,389-18-7431,1979-08-26,10400 EATON PL #-401,FAIRFAX,VIRGINIA,,US,jake@schettler.com,(703) 591-4492
0.0,0.9990170370073116,82,MKT,1377623,10332,1206,,emilio,michaels,219-20-4634,1979-06-09,108 W RANDOLPH AVE,ENID,OKLAHOMA,73701,US,michaels@gouker.com,(580) 233-9834
,,189,MKT,1388757,10484,1121,,moises,lessin,468-72-8908,1983-12-16,3703 W HIGHWAY 14,OWATONNA,MINNESOTA,55060,US,moises@lessin.com,(507) 451-6685
0.0,0.9999999999985292,16,CRM,1382839,10405,971,,kelly,graniela,434-89-5041,1899-12-31,925 L ST,SACRAMENTO,CALIFORNIA,95814,US,kelly@graniela.com,(916) 442-8885
,,130,CRM,1384862,10407,1021,,eloisa,schaedler,829-19-3956,1977-11-17,191 PEACHTREE ST NE,ATLANTA,GEORGIA,30303,US,eloisa@schaedler.com,(404) 818-6870
,,157,CRM,1434531,10444,1159,,lee,coday,742-10-9107,1982-04-10,27324 CAMINO CAPISTRANO #-153,LAGUNA NIGUEL,CALIFORNIA,92677,US,levi@coday.com,348-4985
,,115,CRM,1372230,10388,1010,,jame,okimoto,184-89-1643,1983-10-23,210 S CARANCAHUA AVE,CORPUS CHRISTI,TEXAS,78401,US,jame@okimoto.com,(361) 889-6534
,,158,CRM,1439057,10447,1161,,zack,lessin,813-19-5008,1990-07-15,44800 INDUSTRIAL DR,FREMONT,CALIFORNIA,94538,US,zack@lessin.com,(510) 657-4870
0.0,0.9137858437167328,29,CRM,1393125,10310,1032,,jude,warstler,,1986-09-30,205 MADISON AVE,SCRANTON,PENNSYLVANIA,18503,US,jude@warstler.com,(570) 346-7206
0.0,0.9999999818720074,60,MKT,1381582,10252,982,,mary-ann,markes,218-33-0349,1899-12-31,1200 SUMMER ST #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,18,CRM,1402262,10428,977,,louis,kyle,323-81-3897,1988-05-23,9425 STENTON AVE,PHILADELPHIA,PENNSYLVANIA,19118,US,louis@kyle.com,(215) 233-0367
