z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
0.0,0.9999883787678444,124,CRM,1377537,10398,1017,,mason,shabazz,333-60-2356,1974-04-19,89 E NATIONWIDE AVE,COLUMBUS,OHIO,43215,US,mason@shabazz.com,(614) 221-4018
0.0,0.9999999999180944,11,MKT,1445915,10574,1271,,donielle,dunlap,37,1972-12-07,1 MORROW AVE,SAN JUAN BAUTISTA,,,PE,ddunlap9@state.gov,
0.8721704046367798,0.9181367022624456,258,MKT,1445929,10579,1276,,madelena,hasnip,50,1951-09-17,2 DAWN ST,BANATSKI DESPOTOVAC,,,RS,mhasnipn@hhs.gov,
0.0,0.9999999995042373,8,MKT,1445921,10576,1273,,agathe,collihole,10,1998-10-01,5 ARIZONA TERRACE,BOROVIKHA,,,RU,acolliholf@sun.com,
0.0,1.0,4,MKT,1445910,10570,1267,,chloe,glsassford,43,1952-11-25,82546 SULLIVAN ST,GAOBEIDIAN,,,CN,cglassford4@addtoany.com,
,,112,CRM,1369203,10385,1135,,lynn,willer,283-53-2401,1983-06-16,343 SANSOME AVE,SAN FRANCISCO,CALIFORNIA,94104,US,lynn@willer.com,(415) 981-1865
,,274,MKT,1368178,10284,1156,,nola,girvan,811-45-2100,1980-04-10,1620 PAONIA AVE,COLORADO SPRINGS,COLORADO,80915,US,nola@girvan.com,(719) 574-6245
0.0,0.9957206285616519,16,MKT,1363200,10460,1190,,karin,camell,334-52-5340,1975-06-15,CEDAR,MOUNTAIN GROVE,MISSOURI,,US,karin@caress.com,(417) 962-5985
0.0,0.9999999999180944,11,CRM,1410025,10434,1045,,dell,tarka,771-86-1622,1978-02-24,KINGSBURY SQUA,ZEPHYR COVE,NEVADA,89448,US,adele@tarka.com,588-1343
,,281,CRM,1383060,10253,982,,mary-ann,markes,,1993-11-18,1200 SUMMER ST,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,78,MKT,1372958,10348,1199,,leann,creecy,206-34-5526,1974-03-17,3850 W 20TH AVE,CLEVELAND,OHIO,44109,US,leann@creecy.com,(216) 749-0767
0.0,0.9999587572700919,70,MKT,1405814,10353,1187,,tina,poitier,,1980-04-01,2571 TIMBER LN,DAYTON,OHIO,45414,US,christine@poitier.com,277-1814
0.0,0.9999997147227412,4,CRM,1403451,10429,978,,chris,ubaldo,766-60-6315,1995-01-26,6840 N CUTTER CIR,PORTLAND,OREGON,97217,US,kris@ubaldo.com,240-0223
0.0,0.46931028535540853,7,CRM,1372234,10389,1136,,russ,schettler,657-18-4621,1981-07-22,689 W MAIN AVE,FREEHOLD,NEW JERSEY,07728,US,russell@schettler.com,(732) 409-1741
0.0,0.999999993537282,4,CRM,1385955,10408,1023,,cal,taulman,736-12-9335,1984-03-31,PETROLEUM,WICHITA,KANSAS,67202,US,caleb@taulman.com,(316) 625-8492
0.0,0.999999992145569,8,CRM,1388210,10411,974,,abe,corbett,505-79-3923,1986-10-06,12 S 12TH ST,PHILADELPHIA,PENNSYLVANIA,19107,US,abraham@corbett.com,(215) 627-9067
0.0,0.9999999999999604,16,CRM,1396755,10305,1027,,kenneth,robaina,642-58-4131,,1455 91ST AVE NE APT 12,MINNEAPOLIS,MINNESOTA,55449,US,ken.robaina@gmail.com,(763) 780-4712
,,123,CRM,1376927,10397,1016,,lexi,assante,596-32-8212,1990-03-02,484 LINCOLN AVE,MIDDLESEX,NEW JERSEY,08846,US,alexis@assante.com,(732) 563-0191
0.0,0.9999979493105464,4,MKT,1364815,10342,1075,,chuck,mattos,914-26-2010,1985-09-11,137 FARNSWORTH AVE,BORDENTOWN,NEW JERSEY,,US,charlie@mattos.com,(609) 298-3130
,,145,CRM,1403605,10430,979,,margarito,winland,735-44-3085,1982-01-05,1856 LOMBARDY DR,RAPID CITY,SOUTH DAKOTA,57701,US,margarito@winland.com,348-4444
0.9999922620080517,0.9999922620080517,53,CRM,1350076,10273,1079,,federico,popp,631-46-6958,1983-04-30,419 N CASCADE AVE,COLORADO SPRINGS,COLORADO,60603,US,federico@popp.com,(719) 635-5347
0.0,0.7949262996129458,43,MKT,1372469,10347,1198,,billie,balliew,511-15-6389,1975-12-09,200 MAIN AVE,FALMOUTH,MASSACHUSETTS,02540,US,billie@wallet.com,(508) 548-4717
,,318,MKT,1422861,10315,1042,,linda,bamfield,,1981-10-18,2094 WHITE PLAINS RD,BRONX,NEW YORK,10462,US,lynda@bamfield.com,(347) 430-2736
,,97,CRM,1350480,10364,990,,quinn,mitchen,360-80-7860,1992-01-12,67616 DESERT VIEW AVE,DESERT HOT SPRINGS,CALIFORNIA,62240,US,quinn@mitchen.com,(760) 329-3382
,,105,CRM,1361292,10377,1128,,virgie,geuder,853-20-5140,1980-09-05,1922 S LAREDO ST,SAN ANTONIO,TEXAS,76207,US,virgie@geuder.com,(210) 224-1698
0.0,0.9999999821728208,82,CRM,1368095,10383,1134,,edmundo,resides,277-92-3725,1988-10-23,222 W 6TH AVE,JUNCTION CITY,KANSAS,66441,US,edmundo@presidency.com,(785) 762-2986
0.9181367022624456,0.999999999996107,258,CRM,1398375,10311,1037,,mark,waters,585-39-8288,1980-06-15,2308 BATES AVE,CONCORD,CALIFORNIA,94520,US,mark@markwaters.com,(925) 682-6249
0.0,0.9999999999855813,11,CRM,1370624,10386,1006,,dan,lamoureux,757-26-6745,1978-12-09,810 W BRIDGE AVE,STREATOR,ILLINOIS,61364,US,daniel@lamoureux.com,(815) 672-0290
0.0,0.9999999999999999,7,CRM,1439077,10514,962,,reggi,narramore,50,1939-11-25,3008 ORIOLE ST,KRAJANBATURNO,,,ID,rnarramorej@sourceforge.net,
,,74,MKT,1366323,10343,1193,,ed,markes,110-25-9931,1970-06-11,2444 MADISON RD,CINCINNATI,OHIO,,US,elisa@markes.com,(513) 871-6770
0.0,0.999999999996107,8,CRM,1419728,10320,1004,,antonia,mattos,528-58-9553,1973-07-01,3109 MAIN AVE,MELBOURNE,FLORIDA,32901,US,toni@mattos.com,(321) 727-6512
0.0,0.7996953158790322,70,CRM,1379472,10400,1141,,ted,hilgeman,272-61-6179,1984-11-10,1 WHITNEY AVE,NEW HAVEN,CONNECTICUT,06510,US,edmund@hilgeman.com,(203) 865-1215
,,272,MKT,1445949,10593,1290,,inger,ship,64,1950-12-19,5 BARTELT PKWY,MAUá,,09390-000,BR,iship17@webmd.com,
,,162,MKT,1353360,10452,1186,,linda,pelham,599-30-9096,1990-08-21,OLD HWY #-72,CHEROKEE,ALABAMA,35818,US,melinda@pelham.com,(256) 360-5870
,,109,CRM,1366536,10381,1132,,nelda,elbers,111-54-8188,1997-02-02,100 FEDERAL AVE,BOSTON,MASSACHUSETTS,02110,US,nelda@elbers.com,(617) 330-5446
0.0,0.9999995722004413,9,MKT,1445911,10571,1268,,gusti,mcnabb,14,1958-03-13,68 ANDERSON CIRCLE,TOBRUK,,,LY,gmcnabb5@howstuffworks.com,
0.0,0.999998926961921,29,MKT,1401213,10293,1081,,juliana,quimby,284-11-7213,1977-06-17,615 FRANKLIN TPKE,RIDGEWOOD,NEW JERSEY,07450,US,juliana@quimby.com,(201) 444-6741
,,181,MKT,1382583,10476,1110,,aimee,pulkrabek,603-41-1070,1987-09-28,2211 PARSONS AVE,COLUMBUS,OHIO,43207,US,aimee@pulkrabek.com,(614) 445-5812
0.0,0.999999999996107,7,CRM,1316294,10258,984,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,(419) 738-9241
0.0,0.9999999970033242,3,MKT,1445916,10545,958,,farica,anelay,32,1940-10-24,8 ANNAMARK PASS,KITEN,,,BG,fanelaya@home.pl,
0.9883848356697768,0.9999999989788209,149,MKT,1444496,10542,1263,,benedetto,mease,50,1970-12-07,87 ONEILL TRAIL,LETUYI,,,CN,bmeaser@fotki.com,
0.0,1.0,29,CRM,1333591,10270,987,,john,edelman,905-96-5314,1976-09-03,591 REDWOOD HWY #200,MILL VALLEY,CALIFORNIA,94941,US,john@jedelman.com,(415) 381-9176
,,179,MKT,1381567,10474,1099,,earnestine,waetzig,137-98-3962,1992-02-25,16161 BROOKPARK RD,BROOK PARK,OHIO,44142,US,earnestine@waetzig.com,(216) 267-1844
0.0,0.9999929885077324,9,CRM,1437465,10511,1105,,gypsy,sommerville,78,1939-09-08,0 BOWMAN DR,GALAT√°S,,,GR,gsommerville1a@forbes.com,
,,39,CRM,1445943,10562,1059,,stafa,dowson,74,1953-10-23,8994 NORTHVIEW TERRACE,BUJUMBURA,,,BI,sdowson11@businesswire.com,
0.0,1.0,29,CRM,1370125,10265,985,,jasmine,ellerbusch,585-96-9870,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
0.0,0.9999985669114843,8,MKT,1374707,10464,980,,alanna,resides,672-76-1800,1899-12-31,4892 RIVER,DETROIT,MICHIGAN,"",,a@presidency.com,(618) 594-3207
1.0,1.0,68,MKT,1367261,10299,1145,,fran,sahagun,407-16-8942,1981-11-17,220 S 6TH AVE,MINNEAPOLIS,MINNESOTA,55402,US,francine@sahagun.com,(612) 340-7052
,,144,CRM,1400678,10426,1041,,frannie,maggert,560-16-1778,1972-07-22,8000 COOPER AVE,RIDGEWOOD,NEW YORK,11385,US,fran@maggert.com,(718) 894-8022
,,96,MKT,1433965,10363,1245,,ronnie,ellerbusch,134-45-7905,1995-06-02,1126 17TH AVE,MONROE,WISCONSIN,53566,US,ron@ellerbusch.com,325-2068
0.0,0.9999999999991047,38,CRM,1399446,10290,1018,,sara,johnson,237-24-5099,1994-02-28,90 MITCHELL BLVD #201,SAN RAFAEL,CALIFORNIA,94903,US,saraj@yahoo.com,(415) 472-3289
,,187,MKT,1388393,10482,1119,,jose,gumm,607-53-1122,1978-12-04,198 S 2ND AVE,PIGGOTT,ARKANSAS,72454,US,jose@gmx.com,(870) 598-1132
0.0,0.40595961529874136,29,CRM,1408293,10432,981,,j,kososky,932-71-1622,1989-06-19,100 WILSHIRE BLVD #-500,SANTA MONICA,CALIFORNIA,90401,US,j@kososky.com,458-6371
0.0,1.0,60,CRM,1373064,10253,982,,mary-ann,markes,218-33-0348,1993-11-18,1200 SUMMER ST #-103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
0.0,0.9999999999855813,11,MKT,1444906,10544,1265,,dominic,oslar,63,1965-10-10,88884 SCHOOL HILL,TROSTYANETS‚Äô,,,UA,doslar1b@creativecommons.org,
,,220,CRM,1444619,10525,1171,,brien,sutlieff,5,1936-03-30,83 ESCH PKWY,HUILLAPIMA,,4726,AR,bsutlieffz@netvibes.com,
0.0,0.43281038571469377,70,MKT,1399854,10352,1223,,tammi,eilert,747-67-9417,1981-11-17,425 MALUNIU AVE #-B,KAILUA,HAWAII,96734,US,tammi@clerk.com,(808) 263-1923
0.0,1.0,4,CRM,1441979,10520,1166,,carolee,samett,19,1957-11-07,0 ANDERSON PLAZA,SENTUL,,,ID,csamett0@scientificamerican.com,
,,211,CRM,1436151,10509,1103,,nonah,truss,40,1963-08-25,33 HOFFMAN PARK,FALKENBERG,HALLAND,311 35,SE,ntrusst@religious.com,
0.0,0.9979466044161712,29,MKT,1442433,10539,1260,,jesselyn,daile,46,1971-09-13,61163 FAIRVIEW JUNCTION,Z√°KYNTHOS,,,GR,jdaile19@histats.com,
0.0,0.9271708333239363,70,CRM,1369708,10320,1004,,toni,mattos,,1973-01-07,6703 SHADOW CREEK TRAIL,MELBOURNE,FLORIDA,32940,US,toni.mattos@tonimattos.com,(321) 727-6512
0.0,0.9999999948657631,11,CRM,1356431,10372,1126,,dino,mitchen,647-54-1452,1983-01-11,400 N PENNSYLVANIA AVE #-500,ROSWELL,NEW MEXICO,66201,US,dino@mitchen.com,(505) 622-3923
0.0,0.9999960191404988,9,CRM,1445931,10559,1179,,gwynner,leachman,56,1973-02-26,41539 BLUEJAY PLAZA,HAICHENG,,,CN,gleachmp@loc.gov,
,,212,CRM,1436154,10510,1104,,wilbert,neilan,51,1993-01-02,390 LAKEWOOD POINT,PORTALEGRE,PORTALEGRE,7300-006,PT,wneilank@naver.com,
0.0,0.9195322886703694,29,MKT,1425478,10316,1150,,josef,taulman,674-19-1624,1989-04-29,1620 ASHEVILLE HWY,HENDERSONVILLE,NORTH CAROLINA,28791,US,josef@taulman.com,693-9775
0.9999922620080517,0.9999922620080517,53,MKT,1395419,10274,1079,,federico,popp,631-46-6958,1984-05-10,419 N CASCADE AVE,COLORADO SPRINGS,COLORADO,80903,US,federico@popp.com,(719) 635-5347
0.9999995386702992,0.9999995386702992,13,CRM,1445907,10547,1106,,lydia,haome,73,1963-01-10,5 NORTHPORT RD,ABAéTé,,35620-000,BR,lhaime1@dmoz.org,
0.0,0.9999999998732596,9,MKT,1439455,10533,1254,,giordano,atlanta,65,1970-11-04,9506 CHINOOK TRAIL,BRYUKHOVYCHI,,,UA,agiordano10@ehow.com,
,,58,CRM,1368164,10384,1090,,lu,geuder,575-61-4270,1984-07-03,429 THEMIS AVE,CAPE GIRARDEAU,MISSOURI,63701,US,luella@geuder.com,(573) 334-9416
,,134,CRM,1388630,10412,1144,,carmine,anadio,519-24-3777,1994-02-28,93 MAIN ST,ORONO,MAINE,04473,US,carmine@anadio.com,(207) 866-5602
0.999999999996107,0.999999999996107,23,MKT,1383342,10282,1003,,zay,hendel,970-12-1028,1976-09-03,2332 E DIVISION ST,SPRINGFIELD,MISSOURI,65803,US,isaiah@hendel.com,(417) 864-1286
