z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
0.0,0.9999985669114843,8,CRM,1404509,10431,980,,alanna p,resides,672-76-1800,1899-12-31,4892 RIVER ST. #102,DETROIT,MICHIGAN,48208,US,a@presidency.com,898-2211
,,154,CRM,1423914,10440,1154,,clo,anadio,432-91-4432,1985-10-08,114 N MAIN ST,MULLICA HILL,NEW JERSEY,08062,US,chloe@anadio.com,478-4036
0.9037187313698821,0.9037187313698821,229,MKT,1442770,10540,1261,,isaac,mccaffery,30,1961-09-25,528 SACHS DR,JIUXI,,,CN,imccafferyg@creativecommons.org,
0.0,0.9999999999999999,7,CRM,1445917,10550,1056,,richart o,hickee,55,1958-04-10,43 MELVIN DR,NANGARORO,,,ID,rohickeeb@ustream.tv,
0.0,0.6673121719658224,11,CRM,1399550,10424,1039,,dixie,jackowiak,776-66-7217,1983-12-16,18017 ROSELAND RD,CLEVELAND,OHIO,44112,US,dixie@jackowiak.com,(216) 531-6191
0.0,0.999999788002434,4,CRM,1398304,10423,1036,,curt,cha,651-79-7882,1986-04-08,545 CHANCELLOR AVE,IRVINGTON,NEW JERSEY,07111,US,curtis@cha.com,(973) 372-5969
0.0,0.9977462640206954,4,MKT,1429729,10502,1243,,cissy,hysmith,628-61-9471,1983-09-26,3200 W MARKET ST #-108,AKRON,OHIO,44333,US,cecilia@hysmith.com,864-0619
0.0,0.999999999999891,9,MKT,1445935,10582,1279,,gabriele,diack,21,1967-07-21,76459 FARRAGUT XING,PINGSHI,,,CN,gdiackt@homestead.com,
,,0,CRM,1373060,10392,955,,hallie,williams,249-96-8516,1976-12-20,320 NEW BRIDGE AVE,JACKSONVILLE,NORTH CAROLINA,28540,US,hallie@gmail.com,(910) 455-8087
,,227,MKT,1438717,10532,1252,,vanna,lamborne,36,1974-06-04,7 PORTER LANE,CRUZ DEL EJE,,5280,AR,vlamborne11@youtu.be,
,,69,CRM,1363595,10284,1156,,nola,girvan,,1980-04-10,1620 PAONIA ST,COLORADO SPRINGS,COLORADO,,US,nola@girvan.com,(719) 574-6245
0.0,0.9643873379767949,8,MKT,1376216,10469,1204,,ashleigh,schiveley,970-35-6296,1997-01-29,111 N 2ND AVE,OLEAN,NEW YORK,14760,US,ashleigh@missel.com,(716) 372-9571
0.0,0.9869220933620177,6,CRM,1385517,10295,961,,mike,larue,,1991-09-04,109 N MAYO ST,AMERICUS,GEORGIA,31709,US,mikelarue@amason.com,(229) 924-2487
0.0,0.9998494388739949,70,MKT,1445932,10580,1277,,tediy,stanistrete,93,1983-05-01,0 KIPLING CIRCLE,LYUBERTSY,,,RU,tstanistreteq@quantcast.com,
,,141,CRM,1392285,10419,1149,,quinton,svec,900-15-6539,1987-09-28,160 BELMONT AVE,GARFIELD,NEW JERSEY,07026,US,quinton@svec.com,(973) 772-6233
,,268,MKT,1445945,10589,1286,,phoebe,leman,97,1944-09-25,68287 ESKER CENTER,CABA,,2502,PH,pleman13@vk.com,
0.0,0.9999993662222233,11,CRM,1374265,10393,1139,,dale,balliew,517-40-9855,1980-10-14,216 BIRCH AVE,KENNETT SQUARE,PENNSYLVANIA,19348,US,dale@wallet.com,(610) 444-4527
0.9807277435690621,0.9953930641657435,193,MKT,1445918,10575,1272,,valaria,twiddy,82,1976-05-13,70353 RUSKIN PLZ,MAMBOLO,,,SL,vtwiddy@engadget.com,
,,90,MKT,1410024,10357,1229,,homer,southwood,100-74-1322,1995-06-01,1430 N MEACHAM RD,SCHAUMBURG,ILLINOIS,60173,US,homer@southwood.com,884-7511
1.0,1.0,80,MKT,1379608,10335,1096,,harry,masters,200-40-6182,1978-12-04,7220 WOODLAND DR,INDIANAPOLIS,INDIANA,46278,US,harry@icloudnet.com,(317) 290-2614
0.0,0.999999999996107,7,CRM,1376294,10258,984,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,
0.0,0.9999999999109704,9,CRM,1435348,10318,1049,,gail,taulman,651-20-3113,1971-12-10,5094 WESTBROOK RD,UNION CITY,GEORGIA,30291,US,gail@taulman.com,969-4377
0.0,1.0,29,CRM,1334125,10265,985,,jasmine,ellerbusch,585-96-9870,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
,,102,CRM,1353814,10369,997,,ross,taulman,168-32-5112,1978-11-06,1201 3RD AVE #-3400,SEATTLE,WASHINGTON,66101,US,roscoe@taulman.com,(206) 682-4857
0.0,0.9999999996204436,8,CRM,1402251,10427,1091,,araceli,creecy,865-81-3669,1899-12-31,3701 34TH ST N,SAINT PETERSBURG,FLORIDA,33713,US,araceli@creecy.com,527-4935
0.0,0.999991613381946,70,MKT,1378547,10470,1207,,tonya,joehnck,764-30-1523,1993-01-21,30 7TH ST E #-510,SAINT PAUL,MINNESOTA,55101,US,tonya@joehnck.com,(651) 298-9175
0.0,0.9999999675533029,3,MKT,1393927,10490,1210,,fred,tarka,202-13-7890,1973-02-17,BOX #-34506,HOUSTON,TEXAS,77234,US,willie@tarka.com,(713) 731-5570
0.0,0.9999999675533029,3,MKT,1387000,10480,1116,,franklin,pappan,271-99-2384,1986-04-08,5 POST OAK PARK,HOUSTON,TEXAS,77027,US,frank@pappan.com,(713) 961-3153
0.0,0.9999999999999991,9,MKT,1445951,10594,1291,,gabbie,orrett,31,1995-08-12,1 HUDSON PLACE,WUFENG,,,CN,gorrett19@plala.or.jp,
,,1,MKT,1352605,10451,956,,cassie,lee,764-58-3930,1984-01-19,HOWELLS RD,MIDDLETOWN,NEW YORK,10640,US,carrie@sandrowicz.com,(845) 344-5941
,,190,MKT,1389085,10485,1122,,bennie,lessin,558-22-6171,1981-11-17,2821 BRUNDAGE LN,BAKERSFIELD,CALIFORNIA,93304,US,bennie@lessin.com,(661) 324-1207
0.7949262996129458,0.999999023378685,43,CRM,1445953,10566,1063,,bernarr,vondra,76,1977-12-10,50636 SUSAN POINT,STARI GRAD,,,BA,bvondra1b@opensource.org,
,,110,CRM,1368072,10382,1133,,sheena,missel,941-75-9295,1979-09-20,789 SHERMAN AVE,DENVER,COLORADO,80203,US,sheena@missel.com,(303) 860-0262
0.9997707944931998,0.9997707944931998,120,CRM,1374473,10394,1011,,buster,tukuafa,742-79-3759,1972-10-24,822 BARONNE AVE,NEW ORLEANS,LOUISIANA,70113,US,buster@tukuafa.com,(504) 522-0979
,,256,MKT,1445922,10577,1274,,leia,gilberts,18,1989-04-03,851 WAYWOOD AVE,TEGALWERO,,,ID,lgilbertsg@com.com,
0.0,0.8608030063283592,11,MKT,1396727,10493,1214,,dustin,hysmith,871-12-2634,1976-09-06,6371 BURNT POPLAR RD,GREENSBORO,NORTH CAROLINA,27409,US,dustin@hysmith.com,(336) 852-6077
0.0,0.9999611899962592,4,CRM,1445933,10560,1180,,charis,tuxell,4,1951-06-17,3 ROTH ST,CAIJIAZHA,,,CN,ctuxellr@apache.org,
0.0,0.9963069604478504,29,MKT,1364655,10461,1074,,jeri,willer,168-69-8233,1985-07-19,1660 S ALBION ST,DENVER,COLORADO,,US,jeri@willer.com,(303) 753-2153
0.0,0.9979466044161712,29,CRM,1370830,10264,985,,jass,ellerbusch,,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
,,108,CRM,1366458,10380,1131,,earline,hendel,287-48-1265,1969-09-21,4850 RHAWN AVE,PHILADELPHIA,PENNSYLVANIA,19136,US,earline@hendel.com,(215) 338-6850
,,75,MKT,1367501,10345,1195,,shanna,seyfarth,938-22-1997,1970-08-01,631 GROVE AVE,JERSEY CITY,NEW JERSEY,07310,US,shanna@seyfarth.com,(201) 659-6516
0.999999999996107,0.999999999996107,57,MKT,1416366,10326,1083,,saul,rave,649-29-3863,1986-04-19,1500 N 13TH ST,READING,PENNSYLVANIA,19604,US,saul@rave.com,(484) 375-7261
0.0,0.999999999996107,38,CRM,1380101,10289,1018,,sara,johnson,237-24-5099,1997-10-17,,SAN RAFAEL,CALIFORNIA,,US,saraj@yahoo.com,(415) 472-3289
,,205,MKT,1429319,10501,1242,,oscar,graniela,912-83-8430,1990-03-22,6905 E US HIGHWAY 87,SAN ANTONIO,TEXAS,78263,US,oscar@graniela.com,648-7659
0.0,0.9999855176589756,8,CRM,1406729,10278,1043,,angelica,aldaba,992-13-6271,1986-11-23,1427 NW DAVIS ST,PORTLAND,OREGON,67206,US,angelia@aldaba.com,(503) 228-3027
0.0,0.9271708333239363,70,MKT,1425005,10320,1004,,toni,mattos,,,6703 SHADOW CREEK TRAIL,MELBOURNE,FLORIDA,32940,US,toni.mattos@tonimattos.com,(321) 727-6512
,,95,MKT,1432608,10362,1244,,merle,cha,302-89-2694,1986-11-26,450 S AUSTRALIAN AVE,WEST PALM BEACH,FLORIDA,33401,US,merle@cha.com,832-1820
0.0,1.0,4,CRM,1357165,10279,1000,,caroline,lapalme,345-92-3352,1991-03-26,4910 DEPARTURE DR,RALEIGH,NORTH CAROLINA,27616,US,carol.lapalme@yahoo.com,(919) 876-7612
,,204,MKT,1428866,10500,1241,,shauna,ellerbusch,110-35-6626,1985-03-18,1042 IH 35 E,NEW BRAUNFELS,TEXAS,78130,US,shauna@ellerbusch.com,2591
0.0,0.999999861002602,29,MKT,1445912,10572,1269,,jerrie,swaddell,31,1973-02-26,22 BOWMAN ST,PORT-AUX-FRANçAIS,,,TF,jswaddell6@mac.com,
,,99,CRM,1352226,10366,992,,lucinda,clingingsmith,486-31-7842,1993-03-18,91195 HANUA ST,KAPOLEI,HAWAII,68707,US,lucy@clingingsmith.com,(808) 682-3122
0.0,0.999999648539019,29,CRM,1445919,10551,1057,,jeno,kofax,85,1943-05-14,0 EVERETT POINT,TSIOMBE,,,MG,jkofaxd@irs.gov,
0.0,0.9998562104244876,4,CRM,1376534,10395,1014,,cortez,derer,951-85-1389,1976-12-21,1415 N 32ND AVE,FORT SMITH,ARKANSAS,72904,US,cortez@derer.com,(479) 785-7023
0.0,0.9999999478190553,4,MKT,1389913,10486,1123,,claudine,coday,720-49-9303,1977-06-17,EXIT #-21,STEVENS,PENNSYLVANIA,17578,US,claudine@coday.com,(717) 336-5449
0.0,0.999999999999891,9,CRM,1439369,10516,964,,galina,kalaher,64,1988-09-14,42 MANDRAKE PARK,FENCHENG,,,CN,gkalaherf@uol.com.br,
0.0,0.999999998503509,11,CRM,1445944,10563,1060,,donnie,klimshuk,11,1999-01-18,12 MOLAND CT,YANGLANG,,,CN,dklimshuk12@mac.com,
0.0,1.0,29,MKT,1404880,10270,987,,john,edelman,905-96-5314,1976-09-03,591 REDWOOD HWY STE 1200,MILL VALLEY,CALIFORNIA,94941,US,john@jedelman.com,(415) 381-9176
,,239,CRM,1445909,10548,1172,,min,dart,97,1977-09-25,861 BAY PASS,CABA,,2502,PH,mdart3@blogger.com,
