z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
0.0,1.0,7,CRM,1333591,10027,14,,john,edelman,905-96-5314,1976-09-03,591 REDWOOD HWY #200,MILL VALLEY,CALIFORNIA,94941,US,john@jedelman.com,(415) 381-9176
0.9999999999899198,0.9999999999991047,22,MKT,1409934,10050,69,,sarah,johnson,237-24-5099,1997-10-17,90 MITCHELL BLVD,SAN RAFAEL,CALIFORNIA,94903,US,saraj@yahoo.com,472-3289
,,196,CRM,1412528,10178,125,,migdalia,tukuafa,745-90-8900,1979-07-19,215 E HAWAII AVE,NAMPA,IDAHO,83686,US,migdalia@tukuafa.com,465-9237
,,63,MKT,1372958,10207,175,,leann,creecy,206-34-5526,1974-03-17,3850 W 20TH AVE,CLEVELAND,OHIO,44109,US,leann@creecy.com,(216) 749-0767
,,84,MKT,1429319,10258,249,,oscar,graniela,912-83-8430,1990-03-22,6905 E US HIGHWAY 87,SAN ANTONIO,TEXAS,78263,US,oscar@graniela.com,648-7659
1.0,1.0,60,MKT,1379608,10099,192,,harry,masters,200-40-6182,1978-12-04,7220 WOODLAND DR,INDIANAPOLIS,INDIANA,46278,US,harry@icloudnet.com,(317) 290-2614
0.0,0.9821999903119848,37,CRM,1402251,10170,113,,araceli,creecy,865-81-3669,1899-12-31,3701 34TH ST N,SAINT PETERSBURG,FLORIDA,33713,US,araceli@creecy.com,527-4935
0.0,0.9944278720250365,6,CRM,1370830,10024,12,,jass,ellerbusch,,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
,,82,MKT,1424076,10256,244,,burl,maggert,374-22-4029,1993-02-09,129 LOCKWOOD ST,NEWARK,NEW JERSEY,07105,US,burl@maggert.com,589-0421
,,226,MKT,1388757,10230,209,,moises,lessin,468-72-8908,1983-12-16,3703 W HIGHWAY 14,OWATONNA,MINNESOTA,55060,US,moises@lessin.com,(507) 451-6685
0.9767058046496768,0.9767058046496768,74,CRM,1378963,10143,67,,jonah,bamfield,892-94-4443,1986-08-14,180 N STETSON AVE,CHICAGO,ILLINOIS,60601,US,jonah@bamfield.com,(312) 565-2859
,,209,MKT,1367021,10203,169,,nelly,graniela,767-71-2121,1991-03-09,925 L AVE,SACRAMENTO,CALIFORNIA,95814,US,e@graniela.com,91644288
,,176,CRM,1381797,10147,73,,pearlie,ellerbusch,488-52-2502,1991-05-15,2108 MENAUL BLVD NE,ALBUQUERQUE,NEW MEXICO,87107,US,pearlie@ellerbusch.com,(505) 889-8955
,,18,CRM,1365204,10122,38,,wesley,sahagun,951-21-4063,1978-11-15,2404 W MERCURY BLVD,HAMPTON,VIRGINIA,,US,wesley@sahagun.com,(757) 827-1035
,,118,CRM,1381799,10053,74,,julianna,quimby,281-83-5025,1989-08-05,615 FRANKLIN TPKE,RIDGEWOOD,NEW JERSEY,07450,US,juliana@quimby.com,(201) 444-6741
,,160,CRM,1368095,10127,43,,edmundo,resides,277-92-3725,1988-10-23,222 W 6TH AVE,JUNCTION CITY,KANSAS,66441,US,edmundo@presidency.com,(785) 762-2986
0.4988273390237138,1.0,30,MKT,1380531,10039,32,,carol,lapalme,345-92-3352,1991-03-26,4910 DEPARTURE DR,RALEIGH,NORTH CAROLINA,27616,US,carol.lapalme@yahoo.com,(919) 876-7612
0.999999999996107,0.999999999996107,46,CRM,1987232,10093,148,,anthony,roberts,771-88-9632,1952-09-07,1555 S GREENWOOD AVE,MONTEBELLO,CALIFORNIA,90640,US,anthonyroberts@gmail.com,(323) 887-4889
,,72,MKT,1397394,10240,220,,o,tukuafa,473-74-5564,1976-05-24,6805 CAPITOL HWY #-32,AUSTIN,TEXAS,78731,US,octavio@tukuafa.com,(512) 327-8399
0.999999999996107,0.999999999996107,130,CRM,1392506,10068,100,,latonia,williams,731-32-6965,1991-03-09,7600 OLDE EIGHT RD,HUDSON,OHIO,44236,US,latonia.williams@yahoo.com,(330) 656-1030
,,173,CRM,1379472,10144,68,,ted,hilgeman,272-61-6179,1984-11-10,1 WHITNEY AVE,NEW HAVEN,CONNECTICUT,06510,US,edmund@hilgeman.com,(203) 865-1215
0.0,0.9999999848973561,107,CRM,1391755,10063,95,,ken,robaina,,1972-04-03,1455 91ST AVE NE,MINNEAPOLIS,MINNESOTA,55449,US,ken.robaina@gmail.com,(763) 780-4712
,,157,CRM,1366458,10124,40,,earline,hendel,287-48-1265,1969-09-21,4850 RHAWN AVE,PHILADELPHIA,PENNSYLVANIA,19136,US,earline@hendel.com,(215) 338-6850
,,38,CRM,1405405,10079,118,,lynda,bamfield,795-22-3150,1981-10-18,2094 WHITE PLAINS RD,BRONX,NEW YORK,10462,US,lynda@bamfield.com,(347) 430-2736
,,24,CRM,1374473,10138,60,,buster,tukuafa,742-79-3759,1972-10-24,822 BARONNE AVE,NEW ORLEANS,LOUISIANA,70113,US,buster@tukuafa.com,(504) 522-0979
0.0,0.9999999999999604,107,CRM,1396755,10065,95,,kenneth,robaina,642-58-4131,,1455 91ST AVE NE APT 12,MINNEAPOLIS,MINNESOTA,55449,US,ken.robaina@gmail.com,(763) 780-4712
,,225,MKT,1388559,10229,208,,lana,ramming,157-96-8404,1986-02-17,2930 CAROL RD,YORK,PENNSYLVANIA,17402,US,lana@ramming.com,(717) 840-9610
,,217,MKT,1375815,10214,183,,florencio,michna,640-72-2852,1990-05-17,201 S MAIN AVE,SALT LAKE CITY,UTAH,84111,US,florencio@michna.com,(801) 536-1091
,,231,MKT,1393026,10235,214,,cari,isaacson,208-61-1729,1976-09-03,820 LESTER AVE,SAINT JOSEPH,MICHIGAN,49085,US,cari@isaacson.com,(269) 983-2318
0.0,0.9342799387606493,6,CRM,1393125,10070,102,,jude,warstler,,1986-09-30,205 MADISON AVE,SCRANTON,PENNSYLVANIA,18503,US,jude@warstler.com,(570) 346-7206
1.0,1.0,60,MKT,1398995,10100,192,,henry,masters,200-40-6182,1978-12-04,7220 WOODLAND DR,INDIANAPOLIS,INDIANA,46278,US,harry@icloudnet.com,(317) 290-2614
,,188,CRM,1392939,10164,101,,stacy,schettler,749-71-8416,1979-08-01,36 EXTON ST,SOUTH RIVER,NEW JERSEY,08882,US,stacy@schettler.com,(732) 254-0161
,,215,MKT,1375542,10212,181,,cheri,defiguero,759-96-3334,1973-02-16,2844 FRESNO AVE,FRESNO,CALIFORNIA,93721,US,cheri@defiguero.com,(559) 486-5603
,,150,MKT,1387232,10095,148,,anthony,roberts,391-29-7374,1986-03-14,1555 S GREENWOOD AVE,MONTEBELLO,CALIFORNIA,90640,US,tonyrobertsjr@gmail.com,(323) 887-4889
,,44,CRM,1419718,10085,127,,antonia,mattos,,1973-07-01,3109 MAIN AVE #210,MELBOURNE,FLORIDA,32901,US,toni@mattos.com,(321) 727-6512
0.0,1.0,2,CRM,1483060,10014,9,,mary-ann,markes,218-33-0348,1993-11-18,1200 SUMMER ST #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,140,MKT,1425478,10082,120,,josef,taulman,674-19-1624,1989-04-29,1620 ASHEVILLE HWY,HENDERSONVILLE,NORTH CAROLINA,28791,US,josef@taulman.com,693-9775
,,14,CRM,1352961,10113,23,,harry,elbers,657-49-2831,1995-11-17,106 T ST,EUREKA,CALIFORNIA,65501,US,harold@elbers.com,(707) 442-1642
,,170,CRM,1376927,10141,65,,lexi,assante,596-32-8212,1990-03-02,484 LINCOLN AVE,MIDDLESEX,NEW JERSEY,08846,US,alexis@assante.com,(732) 563-0191
0.9999999675533029,0.9999999675533029,222,MKT,1387000,10226,204,,franklin,pappan,271-99-2384,1986-04-08,5 POST OAK PARK,HOUSTON,TEXAS,77027,US,frank@pappan.com,(713) 961-3153
